title,link,published,published_parsed,article_content
Nach Missbrauchs-Skandal: Polizei durchsucht Archiv der Abtei von St. Maurice VS,https://www.blick.ch/news/nach-missbrauchs-skandal-polizei-durchsucht-archiv-der-abtei-von-st-maurice-vs-id19173391.html,"Thu, 23 Nov 2023 13:06:52 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=23, tm_hour=13, tm_min=6, tm_sec=52, tm_wday=3, tm_yday=327, tm_isdst=0)","Am 22. September 2023 eröffnete die Staatsanwaltschaft des Kantons Wallis ein Vorverfahren, um mögliche Straftaten im Wallis zu untersuchen, die nicht verjährt oder bereits behandelt worden sind und die im Bericht zum Pilotprojekt zur Geschichte des sexuellen Missbrauchs im Umfeld der römisch-katholischen Kirche in der Schweiz seit der Mitte des 20. Jahrhunderts enthalten sind. Im Zuge der Ermittlungen begaben sich der Generalstaatsanwalt und die Kantonspolizei gestern Abend und heute Morgen in die Abtei von St-Maurice. Auf freiwilliger Basis gewährte ihnen der Archivar der Abtei Zugang zu den Archiven. Ein Kanoniker wurde angehört. Es wird daran erinnert, dass für die beschuldigten Personen während des Vorverfahrens die Unschuldsvermutung gilt. Die Kantonspolizei betont, dass sie den Opfern und allen Personen, die solche Vorfälle melden möchten, zur Verfügung steht. Sie können die Kantonspolizei über die Adresse mail@police.vs.ch kontaktieren oder einen Posten der Kantonspolizei aufsuchen. (ene)"
In doppeltem Kofferboden versteckt: Zürcher Flughafenpolizei findet bei Brasilianerin acht Kilo Kokain – festgenommen!,https://www.blick.ch/news/in-doppeltem-kofferboden-versteckt-zuercher-flughafenpolizei-findet-bei-brasilianerin-acht-kilo-kokain-festgenommen-id19172398.html,"Thu, 23 Nov 2023 12:49:44 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=23, tm_hour=12, tm_min=49, tm_sec=44, tm_wday=3, tm_yday=327, tm_isdst=0)","Der Flughafenpolizei ging am Mittwoch eine Drogenkurierin aus Brasilien ins Netz. Die 38-jährige Frau reiste mit dem Flugzeug von São Paulo nach Zürich und wollte weiter nach Paris fliegen.  Bei der Kontrolle des Reisegepäcks stellten die Polizisten fest, dass in einem doppelten Boden ihres Koffers Kokain versteckt war. Das Gesamtgewicht des sichergestellten Betäubungsmittels beläuft sich auf über acht Kilogramm. Zur genauen Bestimmung werden die Drogen dem Forensischen Institut Zürich (FOR) übergeben. Die Frau wurde festgenommen und nach der polizeilichen Befragung der Staatsanwaltschaft Zürich zugeführt. (ene)"
280 Polizisten in mehreren Bundesländern im Einsatz: Riesen-Razzia gegen «Reichsbürger» in Deutschland,https://www.blick.ch/news/gegen-kriminelle-vereinigung-280-polizisten-fuehren-razzien-gegen-reichsbuerger-in-deutschland-durch-id19171775.html,"Thu, 23 Nov 2023 08:33:36 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=23, tm_hour=8, tm_min=33, tm_sec=36, tm_wday=3, tm_yday=327, tm_isdst=0)","Rund 280 Einsatzkräfte haben am Donnerstag in acht Bundesländern mehrere Objekte im Zusammenhang mit Ermittlungen gegen «Reichsbürger» durchsucht. Nach Informationen der Nachrichtenagentur DPA werden die Beschuldigten der Bildung einer kriminellen Vereinigung verdächtigt. Konkret werde den Beschuldigten unter anderem vorgeworfen, versucht zu haben, durch die gezielte Kontaktaufnahme mit Behörden deren Kommunikationswege zu blockieren und damit rechtswidrig Einfluss auf deren Entscheidungen zu nehmen. Das teilten die Generalstaatsanwaltschaft München und des Polizeipräsidiums Oberbayern Nord am Donnerstag mit. Wie es in der Mitteilung weiter heisst, seien die Behörden bereits Anfang 2021 auf entsprechende Telegram-Kanäle aufmerksam geworden. Über diese seien «reichsbürgertypische Thesen und Verschwörungstheorien verbreitet» worden. (ene)"
Soldaten waren plötzlich weg: Bund betreibt geheime Asylunterkunft in Kaserne Kloten,https://www.blick.ch/schweiz/zuerich/soldaten-waren-ploetzlich-weg-bund-betreibt-geheime-asylunterkunft-in-kaserne-kloten-id19174090.html,"Thu, 23 Nov 2023 18:38:31 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=23, tm_hour=18, tm_min=38, tm_sec=31, tm_wday=3, tm_yday=327, tm_isdst=0)","Anstelle von Armeeangehörigen sind in der Kaserne Kloten plötzlich Kinder, Frauen und Männer in Zivilkleidung zu sehen. Laut einem Bericht des «Klotener Anzeigers» fragten sich die Einwohner, was da vor sich ging. Denn die Bevölkerung wurde nie informiert. Gemäss Recherchen der Zeitung betreibt das Staatssekretariat für Migration (SEM) seit dem 6. November eine Asylunterkunft in der Einrichtung. Den Angaben zufolge wurden 360 Personen in der Kaserne untergebracht. Weshalb die Öffentlichkeit in diesem Fall nicht wie sonst üblich informiert wurde, ist unklar. Die Stadt Kloten wurde am 16. Oktober über die bevorstehende Inbetriebnahme der Asylunterkunft in Kenntnis gesetzt. Nach Angaben von Stadtrat Kurt Hottinger trägt die Stadt keinerlei Kosten. Auch die Lehrpersonen, welche die Kinder in der Unterkunft unterrichten, werden demnach vom Kanton finanziert. Weitere Auskünfte erteilt Hottinger nicht. Wie aus einem Schreiben von SEM-Vorsteherin Christine Schraner Burgener an die Zürcher Kantonsregierung, welches der Zeitung vorliegt, hervorgeht, ist die Nutzung bis am 15. Dezember begrenzt. Eine Verlängerung steht nicht zur Diskussion. Weil die Zahl der Asylgesuche stärker steigt als vom SEM zunächst angenommen, müssen die Kantone und Gemeinden mehr Geflüchtete aufnehmen als geplant. Die Armee erklärte Ende September, bis Ende 2024 bis zu 3700 Unterbringungsplätze zur Verfügung zu stellen. Zudem stellte sie in Aussicht, Armeeeinrichtungen vorübergehend zur Verfügung zu stellen, sofern diese nicht für den Eigenbedarf gebraucht werden. (noo)"
Wegen Missbrauchsskandal: Abtei Saint-Maurice bittet um Hilfe aus Rom,https://www.blick.ch/schweiz/westschweiz/wallis/wegen-missbrauchsskandal-abtei-saint-maurice-bittet-um-hilfe-aus-rom-id19174700.html,"Thu, 23 Nov 2023 18:10:05 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=23, tm_hour=18, tm_min=10, tm_sec=5, tm_wday=3, tm_yday=327, tm_isdst=0)","Die Abtei habe Rom um die Ernennung eines apostolischen Delegierten gebeten, sagte Chorherr Antoine Salina an einer Medienkonferenz am Donnerstag in Bex VD. Die Leitung der Gemeinschaft leide offensichtlich an «struktureller Schwäche». Der 65-jährige Salina war nach den Medienberichten über Missbrauchsfälle in der Abtei von seinen Mitbrüdern kurzfristig mit der Aufgabe des Mediensprechers betraut worden. Der in den Ausstand getretene Interims-Abt, Roland Jaquenoud, stand im Zentrum eines Berichts des Westschweizer Fernsehens RTS vom vergangenen Sonntag über Missbrauch in der katholischen Kirche. Salina las vor den Medien eine Stellungnahme von Jaquenoud zu den Vorwürfen gegen ihn vor. Der 50-Jährige wies darin die von Medien erhobene Anschuldigung zurück, er habe in der Vergangenheit einen Novizen missbraucht. Das Verhältnis zwischen ihm und dem damals volljährigen Novizen sei einvernehmlich gewesen, erklärte er. Laut Salina handelt es sich dabei um einen bekannten abgeschlossenen Fall. Gegen Jaquenoud wurde wegen dieses Verhältnisses vor rund 20 Jahren eine kirchenrechtliche Untersuchung «wegen einvernehmlicher homosexueller Handlungen zwischen Erwachsenen» eröffnet. Weil sein Verhalten nicht vereinbar mit der Kirche gewesen sei, sei der damalige Noviziatsleiter verurteilt und zur Strafe vorübergehend aus der Abtei ausgeschlossen worden. Eine zivilrechtliche Untersuchung zum Fall habe es nicht gegeben. Nach den neuerlichen Vorwürfen wurde Jaquenoud am Mittwoch von der Kriminalpolizei vernommen. Der Prior war erst im September von seinen Mitbrüdern zum Interimsabt gewählt worden. Zuvor hatte der eigentliche Abt, Jean Scarcella, ebenfalls wegen Missbrauchsvorwürfen sein Amt vorübergehend zur Verfügung gestellt. Jaquenoud unterrichtete bis vor Kurzem auch als Griechisch- und Lateinlehrer am Kollegium Saint-Maurice. Das Walliser Bildungsdepartement gab Anfang der Woche seine Suspendierung bekannt. In Bezug auf den RTS-Bericht betonte Salina, dass einige der neun genannten Fälle mehr als 60 Jahre zurücklägne und die Täter grösstenteils verstorben seien. «Andere Fälle endeten mit Untersuchungshaft und Bewährungsstrafen, oder die Verfahren wurden eingestellt», hielt der Kirchenmann fest. «Die jüngsten Enthüllungen wecken traumatische Erinnerungen, die nach Antworten verlangen», sagte der Augustiner-Chorherr. Es sei zwingend notwendig, dass die ganze Wahrheit ans Licht komme. «Es gibt ein Gefühl des Entsetzens und des Ekels», erklärte er. Im Namen der Abtei bat Salina alle Opfer der Handlungen einiger Mitbrüder um Vergebung. Die Abtei Saint-Maurice ergreife alle in ihrer Macht stehenden Massnahmen, um der Wahrheit und der Gerechtigkeit zu helfen. Sie arbeite aktiv mit der Staatsanwaltschaft an den jüngsten und ältesten Fällen, die ihr gemeldet wurden. «Derzeit laufen die Ermittlungen und wir müssen die Anforderungen der Justiz respektieren», fuhr Salina fort. Der Generalstaatsanwalt und Polizeiinspektoren begaben sich am Mittwoch und Donnerstag in die Abtei für eine Voruntersuchung. Auf freiwilliger Basis gewährte ihnen der Archivar der Abtei Zugang zu den Archiven. Weiter sei ein Kanoniker angehört worden. Nach der Veröffentlichung der Studie zu sexuellem Missbrauch in der katholischen Kirche hatte die Walliser Staatsanwaltschaft Mitte September angekündigt, mögliche Strafverfahren im Wallis zu untersuchen, die nicht verjährt oder bereits behandelt worden sind. Bis Ende Februar 2024 soll ein Bericht zu den Untersuchungen vorliegen."
Nach Vorwurf des sexuellen Missbrauchs: Interims-Abt von Saint-Maurice tritt vorläufig zurück,https://www.blick.ch/schweiz/westschweiz/wallis/nach-vorwurf-des-sexuellen-missbrauchs-interims-abt-von-saint-maurice-tritt-vorlaeufig-zurueck-id19174310.html,"Thu, 23 Nov 2023 16:02:38 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=23, tm_hour=16, tm_min=2, tm_sec=38, tm_wday=3, tm_yday=327, tm_isdst=0)","Dies gab die Abtei an einer Medienkonferenz am Donnerstag in Bex VD bekannt. Antoine Salina, Mediensprecher der Chorherren von Saint-Maurice, las vor den Medien eine Stellungnahme von Jaquenoud zu den Vorwürfen gegen ihn vor. Jaquenoud wies darin die von Medien erhobene Anschuldigung zurück, er habe in der Vergangenheit einen Novizen missbraucht. Das Verhältnis zwischen ihm und dem damals volljährigen Novizen sei einvernehmlich gewesen, erklärte er. Laut Salinas handelt es sich dabei um einen bekannten abgeschlossenen Fall. Gegen Jaquenoud wurde wegen dieses Verhältnisses vor rund 20 Jahren eine kirchenrechtliche Untersuchung eröffnet. Weil sein Verhalten nicht vereinbar mit der Kirche gewesen sei, sei er als Strafe vorübergehend aus der Abtei ausgeschlossen worden. Eine zivilrechtliche Untersuchung zum Fall habe es nicht gegeben. Jaquenoud wurde im September von seinen Mitbrüdern zum Interimsabt gewählt, nachdem der eigentliche Abt Jean Scarcella ebenfalls wegen Missbrauchsvorwürfen sein Amt vorübergehend zur Verfügung gestellt hatte."
"«Eng, aber machbar»: Zürcher muss wegen Baulärm in der Badewanne schlafen",https://www.blick.ch/schweiz/zuerich/eng-aber-machbar-zuercher-muss-wegen-baulaerm-in-der-badewanne-schlafen-id19173951.html,"Thu, 23 Nov 2023 15:21:37 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=23, tm_hour=15, tm_min=21, tm_sec=37, tm_wday=3, tm_yday=327, tm_isdst=0)","Er war müde und hatte Fieber. Ein Mann, der in der Nähe vom Bahnhof Zürich-Affoltern lebt, wollte am Sonntag nur schlafen. Doch das konnte er angeblich nicht, wie er gegenüber ZüriToday erklärt. Das Problem: Baulärm. Die Unterhaltsarbeiten der SBB am Schienennetz waren einfach zu laut. Also flüchtete der Anwohner aus seinem Schlafzimmer, nahm seine Decke und machte es sich in der Badewanne gemütlich, um dem Lärm zu entkommen. «Eng, aber machbar», sagt der Mann zu ZüriToday. Er habe dort zwar immer noch die Arbeiten an den Schienen gehört, aber nicht mehr so intensiv. Mit dem gedämpften Lärm im Hintergrund habe er dann doch schlafen können, wenn auch in der Wanne, wie er behauptet. Als Beweis machte er zwei Fotos. Auf einem Bild ist auch ein Büsi zu erkennen. Die Katze hüpfte kurzerhand auch in die Wanne. Inzwischen sind die Arbeiten am Bahnhof erledigt. Allerdings soll es laut ZüriToday schon am Sonntag weitergehen. Das nächste Gleis soll dann saniert werden, inklusive Baulärm. Ob der Anwohner sich dann lieber etwas in die Ohren stopfen wird oder wieder die Nacht in der Wanne verbringt, ist noch unklar. (jmh)"
Rücktritt wegen Berichten über Missbrauch: Der Rektor des Kollegiums St-Maurice lässt Amt ruhen,https://www.blick.ch/schweiz/westschweiz/wallis/ruecktritt-wegen-berichten-ueber-missbrauch-der-rektor-des-kollegiums-st-maurice-laesst-amt-ruhen-id19173767.html,"Thu, 23 Nov 2023 14:27:14 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=23, tm_hour=14, tm_min=27, tm_sec=14, tm_wday=3, tm_yday=327, tm_isdst=0)","Obwohl der Rektor in den kürzlich veröffentlichten Berichten nicht beschuldigt werde, habe er beschlossen, für die Dauer der Untersuchungen der Walliser Justiz von seinem Amt zurückzutreten, teilte das Walliser Bildungsdepartement am Donnerstag mit. Der Rektor habe diese Entscheidung im Interesse der Schule getroffen, damit sie ihre Bildungsaufgaben mit grösstmöglicher Gelassenheit fortsetzen könne. Der Interims-Abt, ein Lehrer des Kollegiums, war Anfang der Woche vom Unterricht suspendiert worden. Laut einem Bericht des Westschweizer Fernsehens RTS soll der Kirchenmann vor einigen Jahren einen Novizen missbraucht haben."
Mysteriöse Häufung von Lungenentzündungen nicht nur bei Kindern in China: «Wir verzeichnen bereits jetzt Rekordzahlen in der Schweiz»,https://www.blick.ch/schweiz/mysterioese-haeufung-von-lungenentzuendungen-nicht-nur-bei-kindern-in-china-wir-verzeichnen-bereits-jetzt-rekordzahlen-in-der-schweiz-id19173322.html,"Thu, 23 Nov 2023 13:22:24 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=23, tm_hour=13, tm_min=22, tm_sec=24, tm_wday=3, tm_yday=327, tm_isdst=0)","In China sorgt derzeit ein rasanter Anstieg einer «nicht diagnostizierten Lungenentzündung» für Schlagzeilen. Die Rede ist von «mit kranken Kindern überfüllten» Spitälern. Auch die WHO ist bereits alarmiert. Jetzt zeigt eine neue Schweizer Studie: Auch hierzulande ist ein Anstieg an Lungenentzündungen bemerkbar. «Auch in der Schweiz gibt es derzeit eine deutliche Zunahme», sagte Studienleiter Patrick Meyer Sauteur vom Kinderspital Zürich auf Anfrage der Nachrichtenagentur Keystone-SDA. Wie es in der Studie heisst, seien die Lungenentzündung verursachenden Mykoplasmen nach über drei Jahren Abwesenheit zurück. Wie sich die Infektionen hierzulande entwickeln, werde nun genau beobachtet. Die internationale Studie unter Schweizer Leitung ist am Donnerstag im Fachblatt «The Lancet Microbe» veröffentlicht worden. Mykoplasmen (Mycoplasma pneumoniae) gehörten vor der Corona-Pandemie zu den häufigsten bakteriellen Erregern von Lungenentzündungen bei Kindern. Zudem können sie auch zu Erkrankungen der Haut und der Schleimhäute oder des Nervensystems führen. Mit den Corona-Massnahmen waren die Bakterien verschwunden und so lange weggeblieben, dass Forscher rätselten, ob sie überhaupt wiederkommen. «Aus Sicht der Wissenschaft war das absolut faszinierend», sagte Studienleiter Patrick Meyer Sauteur. Auch bei anderen Krankheitserregern führten die Massnahmen gegen Covid-19 zu einem Rückgang der Übertragungen. Mit Ausnahme der Mykoplasmen kehrten sie aber nach Aufhebung der Massnahmen fast alle wieder zurück. Inzwischen haben auch die Infektionen mit Mykoplasmen das Niveau vor der Pandemie erreicht oder sogar übertroffen, wie das Forschungsteam unter der Leitung von Meyer Sauteur in der Studie nachweist. «Wir erleben gerade das lange erwartete Wiederauftreten von Mykoplasmen-Infektionen und verzeichnen bereits jetzt Rekordzahlen in der Schweiz», so der Arzt. In vielen Fällen verlaufen die Infektionen mit Mykoplasmen mild und heilen von selbst wieder, schwerere Infektionen werden in der Regel mit Antibiotika behandelt. «Dazu müssen sie aber erkannt werden», stellte Meyer Sauteur klar. Denn Penicillin-Antibiotika, die primär für bakterielle Lungenentzündungen empfohlen sind, wirken nicht gegen Mykoplasmen. «Dadurch, dass das Bakterium so lange weg war, besteht die Möglichkeit, dass das Fachpersonal trotz entsprechender Symptome nicht mehr an Mykoplasmen denkt», sagte Meyer Sauteur. In den Schweizer Spitälern sei das Wiederauftreten der Mykoplasmen bislang aber sehr gut gehandhabt worden. Was bleibt ist die Frage, wie sich die Infektionen weiter entwickeln. «Die Entwicklung jetzt im Herbst müssen wir genau im Auge behalten, der Anstieg an Infektionen in den letzten Monaten ist sehr eindrücklich», so Sauteur. Zudem sei die Immunität in der Bevölkerung nach über drei Jahren Absenz geringer, was mehr und teilweise schwerere Infektionen zur Folge haben könnte. Bisher sei das aber nicht der Fall. (SDA/dzc)"
Zwei Frauen starben nach Behandlungen durch Alternativmediziner Thomas Rau (73): Jetzt spricht der «Mozart der Medizin»,https://www.blick.ch/schweiz/ostschweiz/appenzell-ausserrhoden/zwei-frauen-starben-nach-behandlungen-durch-alternativmediziner-thomas-rau-73-jetzt-spricht-der-mozart-der-medizin-id19172865.html,"Thu, 23 Nov 2023 12:34:23 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=23, tm_hour=12, tm_min=34, tm_sec=23, tm_wday=3, tm_yday=327, tm_isdst=0)","Er war einer der beliebtesten Ärzte in der Schweiz: der Alternativmediziner Thomas Rau (73). Während 30 Jahren leitete er die Paracelsus-Klinik Lustmühle in Niederteufen AR. Doch die Staatsanwaltschaft des Kantons Appenzell Ausserrhoden hat Ermittlungen gegen den Arzt aufgenommen, wie die «NZZ» berichtete.  Der Verdacht: fahrlässige Tötung. Mehrere Frauen seien nach Behandlungen in seiner Klinik verstorben. Zudem liege möglicherweise eine schwere Pflichtverletzung vor.  Gegenüber dem Sender TVO nimmt der Arzt jetzt Stellung. Seit dem ersten Tag nehme seine Klinik in Schwellbrunn AR die Todesfälle ernst. Sie möchte, dass es zu konkreten Abklärungen kommt und versuche, alles, was sie kann, dazu beizutragen. In dem Interview bezeichnet Rau die Todesfälle als «unklar».  Im April 2021 starb eine Patientin im Kanton Appenzell Ausserhoden, die wegen Verdauungsproblemen und Kopfschmerzen eine Kur machen wollte, an einer «letal verlaufenden Arzneimittelnebenwirkung», heisst es im rechtsmedizinischen Gutachten.  Zum Vorwurf, Rau habe einer der verstorbenen Patientinnen ein Medikament verabreicht, das in der Schweiz nicht zugelassen ist, meint dieser: «Es handelte sich um ein Medikament ohne Zulassung (Off-Label), nicht um ein illegales Medikament.» Schweizer Ärzte hätten die Möglichkeit, diese Medikamente trotzdem zu verwenden – mit dem Einverständnis des Patienten. In Deutschland sei dieses Medikament beispielsweise für die Behandlung von neurologischen Störungen zugelassen.  Beim zweiten Fall klagte die Patientin vor dem Klinikaustritt über Bauchschmerzen. Nach einer Untersuchung wurde ihr ein Schmerzmittel gegeben. Doch zu Hause fiel sie plötzlich in einen komaähnlichen Zustand, wenig später verstarb die Frau im Spital. Auch hier wird Rau vorgeworfen, die Patientin nicht ausreichend untersucht zu haben.  Dies weist der Arzt im Gespräch mit TVO heftig zurück: «Ich habe die Patientin korrekt internmedizinisch untersucht. Besser als es jeder Hausarzt könnte.» Als die Patientin sich im Spital befand, habe er diesem seine Untersuchungsergebnisse mitgeteilt. «Mir wird nun vorgeworfen, ich hätte es nicht erkannt. Aber sie haben es im Spital nicht abgeklärt.» Rau habe die beiden unklaren Todesfälle selbst gemeldet. Zum Schluss führt Rau aus, dass die negativen Schlagzeilen für seine Klinik keine grossen Auswirkungen hat. «Unsere Klinik läuft hervorragend. Da hat sich nichts geändert. Die Alternativmedizin ist eine wichtige Ergänzung zur Schulmedizin.» (ene)"
