title,link,published,published_parsed,article_content
Tragödie in Aclens VD: Teenager (†17) tot am Strassenrand gefunden,https://www.blick.ch/news/tragoedie-in-aclens-vd-teenager-17-tot-am-strassenrand-gefunden-id19168212.html,"Wed, 22 Nov 2023 11:40:20 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=22, tm_hour=11, tm_min=40, tm_sec=20, tm_wday=2, tm_yday=326, tm_isdst=0)","Ein tunesischer Teenager (†17) ist in der Nacht auf Mittwoch im waadtländischen Aclens tot am Strassenrand aufgefunden worden. Die Todesumstände sind unklar. Die Polizei vermutet derzeit jedoch einen Unfall als Ursache.Ein Zeuge habe die Polizeizentrale gegen 1.30 Uhr über eine am Strassenrand liegende Person im Industriequartier informiert, teilte die Kantonspolizei Waadt am Mittwoch mit. Die schnell vor Ort eingetroffenen Rettungskräfte hätten nur noch den Tod des Teenagers feststellen können.Die Staatsanwaltschaft hat eine Untersuchung eingeleitet, um die Umstände des Todesfalls zu klären. Die Polizei bittet um Zeugenhinweise. Beim Opfer handelt es sich laut Polizei um einen tunesischen Staatsangehörigen ohne festen Wohnsitz. (SDA)"
"Tragische Gewissheit in Wales: Polizei schildert, wie die Jugendlichen geborgen wurden",https://www.blick.ch/news/tragische-gewissheit-in-wales-polizei-schildert-wie-die-jugendlichen-geborgen-wurden-id19168245.html,"Wed, 22 Nov 2023 06:54:26 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=22, tm_hour=6, tm_min=54, tm_sec=26, tm_wday=2, tm_yday=326, tm_isdst=0)",
Angehörige hoffen: 50 Geiseln sollen freikommen,https://www.blick.ch/news/angehoerige-hoffen-bei-ja-zum-deal-kommen-ueber-50-geiseln-frei-id19167881.html,"Wed, 22 Nov 2023 01:16:16 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=22, tm_hour=1, tm_min=16, tm_sec=16, tm_wday=2, tm_yday=326, tm_isdst=0)",
Linker Vorstoss abgelehnt: Stadt Zürich führt kein Verzeichnis der privaten Autoparkplätze ein,https://www.blick.ch/schweiz/zuerich/linker-vorstoss-abgelehnt-stadt-zuerich-fuehrt-kein-verzeichnis-der-privaten-autoparkplaetze-ein-id19171314.html,"Wed, 22 Nov 2023 20:40:56 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=22, tm_hour=20, tm_min=40, tm_sec=56, tm_wday=2, tm_yday=326, tm_isdst=0)","Die AL erhoffte sich, dass dank einem Verzeichnis weniger nicht benötigte Abstellplätze erstellt werden. Seien in einem Gebiet bereits unbenutzte private Parkplätze vorhanden, müsste ein Bauherr bei seinem Projekt nicht mehr zwingend auch noch eigene vorsehen, brachte Michael Schmid (AL) sinngemäss vor. Der Bauherr könnte sich dank der Liste vielmehr bei einer bestehenden, aber unternutzten Tiefgarage beteiligen. Damit würden auch Wohnungen günstiger, weil die Mietpreise nicht mehr durch gar nicht benötigte Parkplätze querfinanziert werden müssten. Heute wisse die Stadt gar nicht, wie viele Parkplätze im privaten Raum überhaupt vorhanden seien, kritisierte Schmid. Es gebe in der Tat kein solches Verzeichnis, sagte Stadtrat André Odermatt (SP). Der Vorsteher des Hochbaudepartements begründete dies damit, dass es sich gar nicht einfach erstellen liesse. So könne die Verwaltung Private nur anfragen, aber nicht zu einer Antwort zwingen. Die bestehenden Parkplätze liessen sich durchaus ermitteln, räumte Odermatt ein. Aber dies wäre nur mit einem unverhältnismässigen Verwaltungsaufwand verbunden. Zudem bliebe dann offen, ob eine Privatperson bereit sei, einen ihrer Plätze zur Verfügung zu stellen. Viele im Parlament vertretenen Parteien sprachen sich gegen das Postulat aus. So warnten etwa Sven Sobernheim (GLP) und Derek Richter (SVP) vor einem «Bürokratiemonster». Die SP hielt den Vorstoss hingegen für «eine grundsätzlich prüfenswerte Idee», wie Severin Meier (SP) sagte. Vielleicht liesse sich eine Light-Version umsetzen, indem nur die Zahl der Parkplätze, nicht aber deren Nutzung erhoben werde. Nun wird nach der Debatte und der Abstimmung aber gar keine Version erarbeitet."
Prüfungsauto futsch – Nerven liegen blank: Danilo (19) verunfallt auf dem Weg zur Fahrprüfung,https://www.blick.ch/schweiz/bern/pruefungsauto-futsch-nerven-liegen-blank-danilo-19-verunfallt-auf-dem-weg-zur-fahrpruefung-id19169974.html,"Wed, 22 Nov 2023 18:06:59 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=22, tm_hour=18, tm_min=6, tm_sec=59, tm_wday=2, tm_yday=326, tm_isdst=0)","Was Yorann Danilo Marques Santos (19) bei seiner Fahrprüfung erlebt hat, werde er noch seinen Enkelkindern erzählen, schreibt die Fahrschule Straubhaar in einem aktuellen Facebook-Post. Und damit dürfte sie recht haben, denn der 19-Jährige aus Herzogenbuchsee BE trat vor kurzem zur Fahrprüfung an – nachdem er 30 Minuten zuvor in einen Unfall verwickelt wurde. Danilo war am Freitag, dem 3. November, bereits mit dem Fahrlehrer im Auto unterwegs zum Verkehrsprüfzentrum Bützberg BE, als ihnen ein Autofahrer hinten reinfuhr. «Wir waren auf einer Tempo-60-Strasse unterwegs, die kurz zuvor noch eine 80er-Strecke war.» Danilo näherte sich einem am Strassenrand stehenden Linienbus, aus dem Passagiere stiegen. Als der Neulenker gerade zum Überholen ansetzen wollte, begann der Linienbus zu blinken und vor Danilo einzuscheren. Deswegen traten sowohl er als auch sein Fahrlehrer auf die Bremse. «Wir haben keine Vollbremsung gemacht, sind aber auf rund fünf km/h runter.» Zu langsam für den Wagen hinter ihm – es kam zum Crash. Glücklicherweise wurde beim Unfall niemand verletzt. Aber Danilos Auto für die Fahrprüfung fiel aus und sein Termin war nur noch 30 Minuten entfernt. «Direkt nach dem Aufschlag war mir etwas sturm und ich dachte: ‹Jetzt muss ich die Fahrprüfung verschieben.›» Das wollte er unbedingt vermeiden. «Ich war in der Nacht zuvor so nervös, dass ich nicht richtig schlafen konnte.» Am meisten Respekt hatte Danilo vor dem Parkieren. «Das geht, glaube ich, fast allen so.» Gerade deshalb wollte er die Fahrprüfung wie geplant absolvieren. «Ich scheitere lieber und kann sagen: ‹Ich hab 100 Prozent gegeben, aber es hat halt nicht gereicht.›» Doch ohne Auto kann niemand eine Fahrprüfung bestehen. Zum Glück war Danilos Fahrlehrer flexibel. Innert kürzester Zeit stand ein Ersatzwagen bereit und auch die vom Unfallfahrer gerufenen Polizisten zeigten sich gnädig. «Sie haben kurz festgestellt, dass es nicht meine Schuld war, ich musste etwas unterschreiben und dann durften wir weiterfahren.» Das Prozedere nach einem Unfall kann schnell mehrere Stunden dauern. Obwohl ihn keine Schuld traf, fühlte sich Danilo schuldig. «Hätte ich nicht auch gebremst, wäre der Unfall vielleicht nicht passiert.» Doch sowohl sein Fahrlehrer als auch die Polizisten versicherten ihm das Gegenteil. «Sie meinten, dass man als Autofahrer immer abbremsen können muss, egal in welcher Situation. Und dass der Fahrer hinter uns das nicht gekonnt habe, weil er zu wenig Abstand hatte.» Der Unfall hatte dann sogar noch etwas Gutes: Danilos Ersatzauto entsprach in der Grösse fast genau dem seines Vaters, mit dem er fleissig geübt hatte. Er bestand seine Prüfung reibungslos. «Ich war beim Fahren sogar noch ruhiger als sonst.» Woran genau das gelegen hat, kann er aber nicht sagen. «Vielleicht hatte ich Glück mit dem Prüfungs-Experten, aber vielleicht lag es wirklich daran, dass ich wegen des Unfalls kurz vor der Prüfung noch so viel Adrenalin in meinem Körper hatte.»"
Nach internationaler Fahndung: In Zürich verschwundener Brasilianer wieder aufgetaucht,https://www.blick.ch/schweiz/zuerich/nach-internationaler-fahndung-in-zuerich-verschwundener-brasilianer-wieder-aufgetaucht-id19170798.html,"Wed, 22 Nov 2023 16:09:12 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=22, tm_hour=16, tm_min=9, tm_sec=12, tm_wday=2, tm_yday=326, tm_isdst=0)","Der Brasilianer Marcio R.* (44) wurde seit dem 8. November vermisst. An diesem Tag war er im Rahmen einer Geschäftsreise am Flughafen Zürich gelandet. Das berichteten mehrere brasilianische Medien. Die brasilianische Polizei und Interpol nahmen Ermittlungen auf. Auch die Kantonspolizei Zürich war über das Verschwinden des Brasilianers im Bild. «Die Ermittlungen zu den genauen Hintergründen sind am Laufen», sagte Mediensprecher Alexander Renner zu Blick.  Wie die brasilianische Zeitung «O Globo» berichtet, ist Marcio R. inzwischen aufgetaucht. Seine Frau Ana Lucia R.* sagt gegenüber «20 Minuten»: «Gott sei Dank, konnte er entkommen.» Laut einem Social-Media-Post von Ana Lucia R. hatte sich Marcio R. nach der Landung in Zürich per Taxi in die Stadt begeben. Der in Itupeva im Bundesstaat São Paulo wohnhafte Geschäftsmann war angeblich auf der Suche nach einem deutschsprachigen Übersetzer und in Begleitung von Geschäftspartnern. Auf dem Weg zum Hotel habe er ihr eine Nachricht geschickt, so die Frau. Darin soll er gesagt haben, er sei in eine «Falle» getappt und sein Reisepass sei ihm abgenommen worden.  Weiter schrieb Marcio R.: «Wenn mir etwas zustösst, sollst du wissen, dass ich dich sehr liebe.» Danach habe seine Familie nichts mehr von ihm gehört. Im Post erklärte die Brasilianerin zudem, dass die beiden Koffer ihres Mannes verloren gegangen seien. Die brasilianische Gemeinschaft in der Schweiz habe bei der Suche nach dem verschwundenen Mann sehr geholfen, erklärt nun seine Frau. Wo sich Marcio R. in den vergangenen Tagen aufhielt, sei unklar. Zwei Bekannte der Familie hätten dem Brasilianer bei der Flucht geholfen und ihn zur Polizei gebracht. Dort würde er nun aussagen. Die Kantonspolizei Zürich gibt aufgrund der laufenden Ermittlungen keine weiteren Auskünfte zum Fall. (noo)  * Namen bekannt "
Experten schätzen Gefahr ein: Corona ist wieder da – aber wie schlimm ist es wirklich?,https://www.blick.ch/schweiz/experten-schaetzen-gefahr-ein-corona-ist-wieder-da-aber-wie-schlimm-ist-es-wirklich-id19169769.html,"Wed, 22 Nov 2023 16:05:58 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=22, tm_hour=16, tm_min=5, tm_sec=58, tm_wday=2, tm_yday=326, tm_isdst=0)","Viele Schweizerinnen und Schweizer kränkeln momentan. Erkältungsviren zirkulieren im Land, die Corona-Zahlen schiessen in die Höhe. In den sozialen Medien ist bereits von Infektionsrekorden die Rede. So warnt der deutsche Molekularbiologe Ulrich Elling auf X: «Wir steuern auf eine der höchsten Covid-Wellen jemals zu.» Dabei staunt der in Wien dozierende Molekularbiologe über Daten aus Schweizer Kläranlagen. «Gewisse Anlagen sehen höchste je gemessene Werte», heisst es. Wie viele Coronainfizierte es momentan tatsächlich gibt, lässt sich nicht genau beziffern. Seit dem Ende der Gratis-Coronatests Anfang 2023 sind die Testzahlen wenig aussagekräftig, bestätigt auch das Bundesamt für Gesundheit (BAG) auf Anfrage von Blick. Die Coronazunahme zeigt sich jedoch auch im Abwassermonitoring des Wasserforschungsinstituts Eawag, das in 14 Kläranlagen der Schweiz Virenfragmente von Sars-CoV-2 sucht. In einigen Regionen ist die relative Viruslast auf einem sehr hohen Niveau, wie die neuen Dashboard-Daten des BAG verraten. Das Amt sagt auf Anfrage denn auch: «Informationen aus den verschiedenen Erhebungssystemen deuten auf eine steigende Häufigkeit von Covid-19 in der Schweiz hin. Dieser Anstieg hat sich in den letzten Wochen beschleunigt.» Laut Eawag-Forscher Christoph Ort kann von den Virenfragmenten im Abwasser noch nicht direkt auf die Anzahl Infizierte geschlossen werden. «Einzig ein Vergleich mit den langen Zeitreihen von sechs Kläranlagen erlaubt eine ungefähre Einordnung.» An den Standorten Altenrhein SG, Chur, Laupen BE und Zürich ist ein sprunghafter Anstieg der Infizierten in den Daten zu erkennen. Auch in Genf und Lugano sieht man eine stärkere Zunahme in den vergangenen paar Wochen. Doch auch Christoph Ort weist darauf hin, dass die Testkapazität- und Bereitschaft in der Bevölkerung in der Untersuchungsperiode nicht immer gleich hoch war. Hinzu kommt: Die Anzahl Virenfragmente, die eine Person ausscheidet, kann je nach Coronavariante variieren. «Darum sind vor allem die relativen Änderungen über die Zeit relevant, weniger die absoluten Zahlen. Das Abwasser kann ausserdem nichts über den Schweregrad des Krankheitsverlaufs von Infizierten aussagen», erklärt der Experte. Professor Jan Fehr, Infektiologe an der Universität Zürich, sieht für die breite Bevölkerung aktuell keine Gefahr, da diese mittlerweile gut gegen eine schwere Erkrankung geschützt ist. «Jedoch dürfen Menschen, die immungeschwächt oder an anderen Risikofaktoren leiden, nicht vergessen gehen. Hier ist ein erhöhter Schutz angebracht, da es bei diesen Personen zu schwereren Verläufen kommen kann», sagt Fehr.  Zu den Rekorden, die in den sozialen Medien kursieren, meint der Experte: «Solange nicht plötzlich eine neue Variante auftaucht, die sich dem Immunschutz, den die Bevölkerung in den letzten drei Jahren aufgebaut hat, entzieht, besteht keinen Grund zur Sorge.» Die Anzahl Infektionen sei schon lange nicht mehr das entscheidende Kriterium. Erkranke man als Person ohne Risikofaktoren aktuell an Corona, fühle man sich in der Regel zwar reduziert und müsse vielleicht ein paar Tage das Bett hüten – eine riesige Gefahr für die Gesellschaft ist das Virus aber nicht mehr. Neue Massnahmen müssten momentan nicht eingeführt werden, der Experte rät aber: «Bei Erkältungssymptomen mit Fieber sollte man zu Hause bleiben. Bei laufender Nase und Husten ist eine Maske angebracht.» Der Anstieg der Corona-Zahlen beschäftigt auch die Kantone. Nachdem in den Monaten Juni und Juli 2023 ein Rückgang der Anzahl Personen mit einer Covid-19-Erkrankung festgestellt wurde, steigen die Fallzahlen seit August 2023 im Kanton Bern wieder an. «Für den Monat November 2023 verzeichnet der Kanton Bern bis heute 400 Fälle», schreibt das Gesundheitsdepartement des Kantons Bern auf Blick-Anfrage. Corona bedeute für die öffentliche Gesundheit jedoch nicht mehr dieselbe Herausforderung wie während der Pandemie. Aber: «Gerade in Zeiträumen, in denen weitere Viren wie die Grippe oder RSV zirkulieren, kann dies zu einer Belastung des Gesundheitssystems führen.» Der Kanton St. Gallen stellt ebenfalls eine Zunahme der Coronafälle fest. Die zuständigen Stellen beobachten die Situation engmaschig. Der Kanton rät ebenfalls, die gängigen Hygiene- und Verhaltensregeln, die schon während der Pandemie galten, zu befolgen. Ähnlich tönt es auch beim Kanton Zürich. «Die aktuell zirkulierenden Varianten führen nach jetzigem Kenntnisstand nicht zu schweren Verläufen», schreibt die Gesundheitsdirektion auf Blick-Anfrage. Eine coronabedingte Überlastung des Gesundheitswesens sei derzeit nicht zu beobachten. Das Amt für Gesundheit analysiert die Lage laufend und ist im Austausch mit den Spitälern. Es gelte weiterhin eigenverantwortlich zu handeln, um sich und andere zu schützen. "
Arbeitsgruppe eingesetzt: Kanton reagiert nach Missbrauchsvorwürfen an Abtei Saint-Maurice,https://www.blick.ch/schweiz/westschweiz/wallis/arbeitsgruppe-eingesetzt-kanton-reagiert-nach-missbrauchsvorwuerfen-an-abtei-saint-maurice-id19170686.html,"Wed, 22 Nov 2023 15:54:11 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=22, tm_hour=15, tm_min=54, tm_sec=11, tm_wday=2, tm_yday=326, tm_isdst=0)","Ihr Bericht wird bis Ende Februar 2024 erwartet, wie der Kanton Wallis am Mittwoch mitteilte. In einem Bericht des Westschweizer Fernsehens RTS war unter anderen der Interimsabt von Saint-Maurice des sexuellen Missbrauchs bezichtigt worden. Der Griechisch- und Lateinlehrer am Gymnasium wurde «bis zur Klärung der Fakten» suspendiert. Laut RTS hat der Interimsabt einen Novizen missbraucht. Die Führung und der Betrieb des Kollegiums der Abtei von Saint-Maurice liegen seit der Unterzeichnung der Vereinbarung zwischen dem Kanton und der Abtei Saint-Maurice im Jahr 2021 unter staatlicher Verantwortung. Früher bestand der Grossteil des Lehrerpersonals des Kollegiums aus Geistlichen. Heute gibt es von den 100 Lehrern, die an der Schule arbeiten, nur noch drei unterrichtende Chorherren."
Todescrash bei Basel: Mann stoppt Überholspur – anderer Fahrer verurteilt!,https://www.blick.ch/schweiz/basel-landschaft/todescrash-bei-basel-mann-stoppt-ueberholspur-anderer-fahrer-verurteilt-id19170325.html,"Wed, 22 Nov 2023 15:22:58 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=22, tm_hour=15, tm_min=22, tm_sec=58, tm_wday=2, tm_yday=326, tm_isdst=0)","Drei Arbeitskollegen aus Deutschland machen sich an einem Oktobermorgen im VW auf den Weg zur Arbeit. Es ist noch dunkel, als gleichzeitig ein Mann aus Muttenz BL im BMW auf der A18 Richtung Delsberg JU fährt. Plötzlich stoppt der VW mitten auf der Überholspur. Über eine Minute steht er mit Warnblinker da — bis es zum Horror-Unfall kommt. Der BMW-Lenker nähert sich von hinten. Er überholt zwei Autos, ist kurz durch einen Flecken auf der Windschutzscheibe abgelenkt und fährt dann ungebremst in den stehenden VW, berichtet die «Basler Zeitung». Der VW-Mitfahrer auf dem Hintersitz ist sofort tot. Der zweifache Familienvater stirbt an einer inneren Enthauptung. Der Beifahrer erleidet eine mittelschwere Verletzung, die Fahrer werden beide nur leicht verletzt, wie aus der Anklage hervorgeht. Dies geschah vor über sieben Jahren.  Nun stehen beide Lenker vor dem Baselbieter Strafgericht. Einerseits als Privatkläger, andererseits als Angeklagte: Fahrlässige Tötung und mehrfache fahrlässige, teilweise schwere Körperverletzung werden vorgeworfen. Der VW-Fahrer, weil er auf der Überholspur anhielt, ohne auf den Pannenstreifen auszuweichen. Und der BMW-Fahrer, weil er das Auto trotz Warnblinker übersah.  Das Gericht versuchte herauszufinden, weshalb der VW-Lenker einfach auf der Autobahn anhielt. Bei keinem der Fahrer konnten Alkohol oder Drogen nachgewiesen werden, beide fahren die Strecke täglich. Seit der ersten Befragung versichert der VW-Fahrer, er könne sich an nichts mehr erinnern.  Die Staatsanwaltschaft sieht im Schweigen eine Schutzbehauptung und geht von einem zwischenmenschlichen Vorfall aus: «Im Innern muss sich etwas Tragisches abgespielt haben, eine Tür war nicht geschlossen», wird sie von der «Basler Zeitung» zitiert. Beide Varianten können weder bewiesen noch widerlegt werden. Die Verteidigung setzte auf menschliches Versagen anstatt fahrlässiger Tötung. «Man muss auch akzeptieren, dass es Unfälle gibt, die nicht erklärbar sind und für die niemand haftet», so einer der Verteidiger. Dies beeindruckte die Richterin allerdings nur bedingt. Bei der Urteilsverkündigung war ihr bewusst: «Keiner von Ihnen beiden hat das gewollt, das ist klar.» Dennoch spricht sie beide Lenker der fahrlässigen Tötung sowie der einfachen bis mehrfachen Körperverletzung schuldig. Das Urteil fällt aufgrund der Umstände allerdings mild aus: Beide Lenker erhalten eine bedingte Freiheitsstrafe von vier Monaten. (jl)"
Aktion gegen Notstand: Pflegepersonal geht mit Pillen auf die Strasse,https://www.blick.ch/schweiz/aktion-gegen-notstand-pflegepersonal-geht-mit-pillen-auf-die-strasse-id19170401.html,"Wed, 22 Nov 2023 15:02:55 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=22, tm_hour=15, tm_min=2, tm_sec=55, tm_wday=2, tm_yday=326, tm_isdst=0)","Das Gesundheitssystem sei in der Krise, teilte die Gewerkschaft Unia mit. Mehr als 15'000 Pflegestellen sind demnach unbesetzt, und pro Monat steigen 300 Pflegende aus dem Beruf aus. Die Situation spitze sich trotz der 2021 angenommenen Pflegeinitiative zu. Das Pflegepersonal forderte Bundesrat und Parlament auf, den Volksauftrag ernst zu nehmen und sofort zu handeln. Gerade in der Langzeitpflege ist der Personalmangel wegen der demografischen Entwicklung gemäss Unia gross. Ein Alter in Würde sei nicht mehr garantiert. Das könnten die Pflegenden nicht mit ihrem Gewissen vereinbaren. Die fünf geforderten Sofortmassnahmen umfassen höhere Löhne, eine Arbeitszeitreduktion, höhere Zulagen, bessere Arbeitszeiterfassung, und Zuschüsse an die familienergänzende Kinderbetreuung."
