title,link,published,published_parsed,article_content
Gibts im Flachland den ersten Schnee?: Ab morgen wird es in der Schweiz so richtig kalt,https://www.blick.ch/news/gibts-im-flachland-den-ersten-schnee-ab-morgen-wird-es-in-der-schweiz-so-richtig-kalt-id19165421.html,"Tue, 21 Nov 2023 10:35:58 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=21, tm_hour=10, tm_min=35, tm_sec=58, tm_wday=1, tm_yday=325, tm_isdst=0)","Pünktlich zum Start der Weihnachtsmarktsaison liefert uns auch das Wetter einen Vorgeschmack auf den Winter. Die Temperaturen sacken auf zwei Grad ab und auch die Schneefallgrenze sinkt markant.  «Bereits am Mittwoch und Donnerstag gibt es einen kleinen Kaltluftvorstoss. Am Donnerstagmorgen gibt es erstmals in diesem Herbst verbreitet etwas Luftfrost. Morgens ist dann etwas Bodenfrost möglich, tagsüber erwarten uns Werte um sechs bis sieben Grad», erklärt Roger Perret von Meteo News. Während das Wetter am Mittwoch oft bewölkt bleibe, und sich herbstlich präsentiert, wird der Donnerstag abgesehen von Hochnebelfeldern sonnig. Ab der Nacht auf Samstag wird es dann deutlich winterlicher.  «Am Wochenende erleben wir im Flachland den ersten Hauch des Winters», erklärt der Meteorologe. Die Polarluft aus Nordwesten lässt das Thermometer am Wochenende nur noch auf gerade mal zwei bis vier Grad steigen. Hinzu komme schubweise Niederschlag in Form von Schneeregen. In den Alpentälern gibt es dagegen im Stau der Alpen einiges an Neuschnee. Diese Lage setzt sich laut Perret auch in der nächsten Woche fest.  Reicht es auch im Flachland nach vereinzelten Flocken in der vergangenen Woche für den ersten richtigen Schnee? «Nein», meint Perret. Es gebe zwar Flocken, nachhaltig sind sie aber nicht. «Im Flachland erwartet uns mehr ein Schneeregen, da die Schneefallgrenze genau hier liegt», erklärt der Meteorologe. Deshalb könne im Flachland auch noch nicht von einem richtigen Wintereinbruch gesprochen werden.  In den Bergen sieht das komplett anders aus. Hier kommt die grosse Schnee-Walze, so der Meteorologe. «Vor allem in den Voralpen kommt der Winter definitiv. Dort wird es richtig viel Schnee geben.» Für die Skigebiete sei das eine gute Entwicklung, sagt Perret. Grössere Schneemengen dürften fallen, die einen guten Grundstock für die Skipisten liefern. Nach den Schneefällen vom Wochenende wird am Montag ein freundlicher Tag erwartet.  Wie lange die Polarluft genau in der Schweiz bleibt, lässt sich laut den gängigen Wettermodellen nicht sagen. Laut Perret könne man sich aber durchaus auf eine längere Kaltluftperiode einstellen, die die ganze nächste Woche andauern könnte."
Starkes Wachstum in China: Schweizer Uhrenexporte steuern unbeirrt auf ein Rekordjahr zu,https://www.blick.ch/wirtschaft/starkes-wachstum-in-china-uhrenexporte-steuern-unbeirrt-auf-ein-rekordjahr-zu-id19165083.html,"Tue, 21 Nov 2023 09:39:38 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=21, tm_hour=9, tm_min=39, tm_sec=38, tm_wday=1, tm_yday=325, tm_isdst=0)","Im Oktober sind im Vergleich zum Vorjahresmonat trotz wachsender Konjunkturrisiken und den Spannungen in Nahost erneut mehr Zeitmesser ins Ausland exportiert worden. Der Exportrekord des Vorjahres rückt damit in Griffweite. Im Oktober 2023 stiegen die Uhrenexporte gegenüber dem Vorjahr um 5,1 Prozent auf 2,39 Milliarden Franken, wie das Bundesamt für Zoll und Grenzsicherheit (BAZG) und der Verband der Schweizerischen Uhrenindustrie (FH) am Dienstag mitteilten. Bereits im September und August wuchsen die Exporte um jeweils rund 4 Prozent. Mit Blick auf die ersten zehn Monate errechnet sich damit nach wie vor ein Plus: Von Januar bis Oktober legten die Uhrenexporte zum Vorjahr um 8,3 Prozent zu. Nun spricht vieles dafür, dass die Branche den Exportrekord von 24,8 Milliarden Franken aus dem Vorjahr knacken wird. Die Uhrenbranche verzeichne ein solides Wachstum, schreibt der Uhrenverband in seiner Mitteilung. Im Vergleich zum starken Anstieg in der ersten Jahreshälfte habe sich das Wachstum zwar ein wenig abgeschwächt, die Branche lege aber weiterhin auf einem hohen Niveau zu. Die Entwicklung im Berichtsmonat Oktober wurde vor allem durch den starken Anstieg in den Kategorien «Andere Metalle» (+14%) und «Bimetallen» (+13%) positiv beeinflusst. Aber auch die Ausfuhren von Uhren aus Edelmetall (+7,9%) legten gut zu. Derweil gingen sie bei Stahluhren im Vorjahresvergleich um 2,0 Prozent zurück. Deutlich gewachsen ist die Branche in China (24%) und Hongkong (+17%). In beiden Fällen waren die starken Zuwächse auch auf die von der Corona-Pandemie belasteten, tiefen Vorjahresniveaus zurückzuführen. Dagegen fielen die Ausfuhren in andere asiatische Märkte wie Japan (-2,7%) oder Singapur (-9,8%) zurück. Weiterhin gut, wenn auch weniger stark als in der Vergangenheit, wuchs der grösste Absatzmarkt USA (+5,0%). Ein gemischtes Bild zeigt sich derweil in Europa: Während Märkte wie Grossbritannien (+7,7%), Frankreich (+6,2%) oder Italien (+2,7%) zulegten, entwickelten sich die Exporte nach Deutschland (-12%) und Spanien (-2,5%) rückläufig. Nach Preiskategorien betrachtet waren die günstigen Segmente mit Exportpreisen von unter 200 Franken sowie zwischen 200 und 500 Franken im Aufschwung. Da nahmen die Exporte in Franken gerechnet um 17 Prozent respektive 11 Prozent zu. Der Grund dafür dürften die beliebten Swatch-Modelle im Design der Luxusmarken Omega und Blancpain sein. Die Exporte teurer Uhren (über 3000 Fr.) wuchsen um 6,2 Prozent."
Delegierte haben entschieden: Filippo Leutenegger ist neuer Zürcher FDP-Präsident,https://www.blick.ch/politik/delegierte-haben-entschieden-filippo-leutenegger-ist-neuer-zuercher-fdp-praesident-id19167705.html,"Tue, 21 Nov 2023 20:38:20 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=21, tm_hour=20, tm_min=38, tm_sec=20, tm_wday=1, tm_yday=325, tm_isdst=0)","Der frühere Nationalrat und heutige Zürcher FDP-Stadtrat Filippo Leutenegger soll die kantonale FDP aus dem Jammertal holen. Die Delegierten haben den knapp 71-Jährigen am Dienstag zum neuen Präsidenten gewählt. Er wird das Amt aber nicht alleine ausüben.Die Delegierten wählten Leutenegger zusammen mit der FDP-Kantonsrätin Raffaela Fehr und Matthias Müller, dem Präsidenten der Jungfreisinnigen Schweiz. Der Zürcher Freisinn wird künftig also von einem Trio geführt. Die Amtsübergabe findet im Dezember statt. Der bisherige Präsident Hans-Jakob Boesch führte die FDP seit 2016.Der Entscheid für das «Team Filippo» fiel überaus deutlich: Es erhielt 171 Stimmen. Das Konkurrenzteam bestehend aus dem ehemaligen Avenir-Suisse-Chef Peter Grünenfelder und dem Thalwiler Gemeinderat Thomas Henauer holte hingegen nur 63 Stimmen. Leutenegger hatte seine Kandidatur kurz nach den Wahlen eingereicht. «Wir sind im Jammertal, wir haben verloren», sagte er dazu. «Jetzt muss man aufstehen und arbeiten». Alleine habe er das Präsidium aber nicht übernehmen wollen, weshalb er Fehr und Müller angefragt habe. Nun sei er ""der Silberrücken, der zwei Junge mitnimmt"".Im Zürcher Freisinn gibt es aktuell viele Baustellen: Die Listenverbindung mit der SVP sorgte innerhalb der Partei für einen tiefen Graben. Leutenegger bezeichnete diese Listenverbindung am Dienstag als «nicht glücklich». An der Urne habe das nichts gebracht. Sie sei zudem intern nicht getragen worden.Erfolge bleiben bei der Zürcher FDP seit längerem aus. Jüngste Niederlage war der Verlust des Ständeratssitzes, den die FDP seit 40 Jahren ununterbrochen innehatte.  FDP-Kandidatin Regine Sauter zog sich nach dem ersten Wahlgang zugunsten von SVP-Kandidat Gregor Rutz zurück. Die SVP holte mit Hardliner Rutz aber nur die SVP-Wählerschaft ab. Gewählt wurde schliesslich GLP-Nationalrätin Tiana Angelina Moser."
Dank Rentner aus Niederlanden: Schweizer Forscher lösen Rätsel um Riesenpenis von Fledermaus,https://www.blick.ch/schweiz/westschweiz/dank-rentner-aus-niederlanden-schweizer-forscher-loesen-raetsel-um-riesenpenis-von-fledermaus-id19166744.html,"Tue, 21 Nov 2023 15:56:03 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=21, tm_hour=15, tm_min=56, tm_sec=3, tm_wday=1, tm_yday=325, tm_isdst=0)","Das Forschungsteam der Universität Lausanne und des Naturhistorischen Museums Naturéum in Lausanne wies damit zum ersten Mal für ein Säugetier die Fähigkeit zur Fortpflanzung ohne Einführung des Penis nach, wie aus der am Montagabend in der Fachzeitschrift «Current Biology» veröffentlichten Studie hervorgeht. Die Breitflügelfledermaus (Eptesicus serotinus) ist eine grosse insektenfressende Fledermaus, die in Europa, dem Nahen Osten und Asien vorkommt. Seinem Team sei schon lange aufgefallen, dass das Tier «einen extrem langen Penis in erigiertem Zustand» habe, sagte der Biologe Nicolas Fasel von der Universität Lausanne der Nachrichtenagentur AFP. Im Vergleich zur Grösse der Vagina des Weibchens sei der erigierte Penis sieben Mal länger und an seiner herzförmigen Spitze sieben Mal breiter, eine klassische Paarung sei somit unmöglich, sagte Fasel. Da die Paarung von den nachtaktiven Fledermäusen nur schwer zu beobachten ist, standen die Forscher vor einem Rätsel. Die Lösung kam per E-Mail des Rentners Jan Jeucken aus den Niederlanden. Er interessierte sich für eine Gruppe Breitflügelfledermäuse, die auf dem Dachboden der Dorfkirche lebte, und zeichnete mit eigens installierten Kameras ihre Aktivitäten auf. Als er das in Jeuckens E-Mail beigefügte Video gesehen habe, sei ihm sofort klar geworden, dass er damit «die Antwort hatte», sagte Biologe Fasel. Die Männchen besteigen den Beobachtungen zufolge vielmehr das Weibchen auf dem Rücken, wie es auch viele andere Säugetiere tun, und nutzt seinen langen Penis wie einen Arm, um die Flughaut zu umgehen, mit dem das Weibchen seinen Genitaltrakt schützen kann. Es folgt eine lange reglose Umklammerung, die auch als «Kontaktpaarung» bezeichnet wird und bei der das Sperma des Männchens übertragen wird. Bei der Breitflügelfledermaus kann sich diese «Kontaktpaarung» von 53 Minuten bis zu 13 Stunden hinziehen."
Er zwackte 170'000 Franken ab: Schweizer beklaut Arbeitgeber für Spielsucht – bedingte Freiheitsstrafe,https://www.blick.ch/schweiz/zentralschweiz/schwyz/er-zwackte-170000-franken-ab-schweizer-beklaut-arbeitgeber-fuer-spielsucht-bedingte-freiheitsstrafe-id19166647.html,"Tue, 21 Nov 2023 15:34:22 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=21, tm_hour=15, tm_min=34, tm_sec=22, tm_wday=1, tm_yday=325, tm_isdst=0)","Welches Ausmass eine Spielsucht annehmen kann, zeigt ein Fall aus dem Kanton Schwyz. Ein 42-jähriger Schweizer brauchte Geld, um seine Spielsucht zu befriedigen. In seiner Rolle als Geschäftsführer eines Lebensmittelgeschäfts in Ausserschwyz und später eines Hotels im Kanton Glarus bediente sich der 42-Jährige laut einem Bericht von «Bote der Urschweiz» regelmässig an den Bargeldeinnahmen der Kassen und des Tresors. Mit dem Geld kaufte er sich Paysafe-Karten, die er in Online-Casinos einsetzte. Damit er nicht aufflog, liess sich der Schweizer einiges einfallen: Er fälschte Buchhaltungsbelege oder stornierte von Hand die Einkäufe der Kunden an den Kassen, wie die Zeitung schreibt. Das Geschäft habe er mit dieser Masche zwischen Januar und Oktober 2021 um rund 130'000 Franken geprellt. Das Hotel im Kanton Glarus brachte er mit der gleichen Masche um rund 37'000 Franken.  Doch auch die eigenen Mitarbeiter wurden von dem Mann geschädigt. Aus dem Trinkgeldkässeli stahl der Schwyzer insgesamt 3000 Franken und steckte das Geld in die eigene Tasche.  Im abgekürzten Verfahren ist der Schweizer wegen Veruntreuung und Urkundenfälschung zu einer Freiheitsstrafe von 18 Monaten, bedingt ausgesprochen bei einer Probezeit von drei Jahren, bestraft worden. Zudem muss er seine bereits begonnene Therapie zur Behandlung seiner Spielsucht weiterführen. Er muss das geklaute Geld im Umfang von rund 170'000 Franken zurückzuerstatten und die Gerichts- und Verfahrenskosten von über 5000 Franken tragen. «Wer sich der Spielsucht überlässt, ist seiner Ruhe Feind und der Gesellschaft Pest», zitiert «Bote der Urschweiz» den Gerichtspräsidenten Ruedi Beeler. Der Fall zeige, welche Konsequenzen eine Spielsucht für einen Betroffenen und seine Familie haben kann. Im allseitigen Einvernehmen sei die Probezeit beim Vollzug der Freiheitsstrafe um ein Jahr auf drei Jahre erhöht worden. Schliesslich brauche die begonnene Therapie des Täters laut einer Fachperson einige Zeit, bis sich Erfolge einstellen. (ene)"
Sexueller Missbrauch: St. Galler Bistum und Konfessionsteil überprüfen Massnahmen,https://www.blick.ch/schweiz/ostschweiz/st-gallen/sexueller-missbrauch-st-galler-bistum-und-konfessionsteil-ueberpruefen-massnahmen-id19166619.html,"Tue, 21 Nov 2023 15:12:04 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=21, tm_hour=15, tm_min=12, tm_sec=4, tm_wday=1, tm_yday=325, tm_isdst=0)","Es werde eine «dual-paritätische Arbeitsgruppe» zur Erarbeitung weiterer konkreter Massnahmen gegen Missbrauch eingesetzt, teilte der katholische Konfessionsteil am Dienstag mit. Sie setze sich aus je zwei Mitgliedern von Konfessionsteil und Bistum zusammen. Im Fokus stünden «transparentere Verfahren und Kontrollmechanismen». Konkret sollen die bisherigen Gremien und Massnahmen zum Schutz vor sexuellem Missbrauch unter die Lupe genommen und die Anlaufstellen besser vernetzt und koordiniert werden. Denkbar seien eine neue Trägerschaft dieser Stellen oder neue Strukturen. Auch die Kompetenzfragen solle geklärt werden, heisst es in der Mitteilung. Im Verlauf des ersten Quartals 2024 werde die Arbeitsgruppe der Bistumsleitung und dem Administrationsrat konkrete Massnahmen vorschlagen. Danach könnten entsprechende Beschlüsse gefasst werden."
Unfall auf Verbindungsrampe in Ebikon LU: Lieferwagen kippt zur Seite,https://www.blick.ch/schweiz/zentralschweiz/luzern/unfall-auf-verbindungsrampe-in-ebikon-lu-lieferwagen-kippt-zur-seite-id19166556.html,"Tue, 21 Nov 2023 15:07:30 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=21, tm_hour=15, tm_min=7, tm_sec=30, tm_wday=1, tm_yday=325, tm_isdst=0)","Der Lieferwagen sei in der Linkskurve gegen eine Böschung gefahren und deswegen umgestürzt, teilte die Luzerner Polizei am Dienstagnachmittag mit. Durch den Unfall traten Flüssigkeiten aus dem Fahrzeug aus, weswegen die Strasse im Anschluss gereinigt werden musste. Der Sachschaden belaufe sich laut Polizei auf mehrere tausend Franken."
Seit Tagen vermisst: Polizei sucht nach Alan Schneider (47) aus Basel,https://www.blick.ch/schweiz/basel/seit-tagen-vermisst-polizei-sucht-nach-alan-schneider-47-aus-basel-id19166588.html,"Tue, 21 Nov 2023 15:05:55 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=21, tm_hour=15, tm_min=5, tm_sec=55, tm_wday=1, tm_yday=325, tm_isdst=0)","Von Alan Christopher Schneider fehlt jede Spur. Zuletzt wurde der 47-Jährige am Mittwoch gegen 1 Uhr an seinem Wohnort in Basel gesehen. Seither können seine Angehörigen ihn nicht mehr erreichen.  Die Kantonspolizei Basel-Stadt sucht nun nach dem Basler – und veröffentlichte dazu ein Bild. Personen, die Angaben zu seinem Aufenthaltsort machen können, sollen sich unter +41 61 267 71 11 melden. Zudem wird beim Antreffen von Schneider um «schonende Anhaltung und Abklärung des Gesundheitszustandes» gebeten.  Schneider soll 172cm gross und von mittlerer Statur sein. Auffällig ist seine rasierte Glatze und ein «spezieller Gang», der durch eine Nervenkrankheit im Bein ausgelöst wurde. Der Basler soll zudem gute Sprachkenntnisse «in einigen Sprachen» haben. An seinem linken Handgelenk hat er weitergehend Spuren eines inzwischen weggelaserten Tattoos des Wortes «Dios». (mrs)"
Drei Meldungen in 24 Stunden – Polizei verschärft Präsenz: In St. Gallen geht Angst vor Kinderfänger um,https://www.blick.ch/schweiz/ostschweiz/st-gallen/st-galler-polizei-alarmiert-drei-kindesentfuehrungs-meldungen-in-24-stunden-id19166390.html,"Tue, 21 Nov 2023 14:30:01 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=21, tm_hour=14, tm_min=30, tm_sec=1, tm_wday=1, tm_yday=325, tm_isdst=0)","In St. Gallen häufen sich die Meldungen von Kindern, die von Fremden angesprochen wurden. Am Montagnachmittag ging gegen 16 Uhr die Meldung ein, dass in Wangs SG ein Schulkind von einem Mann angesprochen wurde. Er soll das Kind aufgefordert haben, in sein Fahrzeug zu steigen.  Daraufhin rückten Patrouillen der Kantonspolizei St. Gallen aus. Sie leiteten eine Fahndung ein, konnten aber weder das Auto noch den Unbekannten finden. Seither steht die Polizei in Kontakt mit der Schulleitung der Schule, in deren Nähe der Vorfall gemeldet wurde.  Später verbreiteten sich im Netz und in Apps Warnmeldungen, wonach das Kind «fast ins Auto gezerrt wurde». Die Kantonspolizei gibt an, dass sie diese Informationen nicht erhalten habe und somit nicht bestätigen könne.  Nur ein Tag nach dem Vorfall gingen zwei Meldungen ein. In Vilters SG gab ein Kind an, angesprochen worden zu sein. Fast zeitgleich wurde in Bad Ragaz SG ein Mann gesichtet, der einer Beschreibung des Mannes auf der Warnmeldung im Fall Wangs entsprechen soll. Die Kantonspolizei rückte auch am Dienstag mit sichtbaren und verdeckten Patrouillen aus und positionierte sich insbesondere in der Nähe von Schulen.  Die Polizei nimmt die Meldungen «sehr ernst». Sie warnt allerdings auch, dass die Verbreitung von Warnmeldungen mit Vorsicht zu geniessen seien. Sie könnten demnach nach zu «Verunsicherungen, Angst oder einer Übersensibilität» führen. Stattdessen fordert die Polizei auf, sich bei verdächtigen Ereignissen unverzüglich an die Polizei zu wenden.  In den vorliegenden Fällen wurden der Kantonspolizei St. Gallen im Vorfeld keine ähnlichen Fälle in der Region gemeldet. Sie geht aktuell nicht von einer Gefahr aus, bleibt jedoch weiterhin präsent. (mrs) "
Tragischer Fussgängerunfall in Horgen ZH: Kosovare (†83) von Auto erfasst – tot,https://www.blick.ch/schweiz/zuerich/toedlicher-unfall-in-horgen-zh-albaner-von-transporter-erfasst-tot-id19166286.html,"Tue, 21 Nov 2023 14:08:14 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=21, tm_hour=14, tm_min=8, tm_sec=14, tm_wday=1, tm_yday=325, tm_isdst=0)","Am Dienstag kam es in Horgen ZH gegen Mittag zu einem Unfall. Wie ein Blick-Leserreporter berichtet, waren darin ein Fussgänger und ein Personenwagen verwickelt. Gemäss der Kantonspolizei wurde der Fussgänger frontal erfasst und mehrere Meter weggeschleudert. Vor Ort konnten Einsatzkräfte nur noch den Tod des 83-jährigen Mannes aus Kosovo feststellen.  Bilder zeigen ein Zelt, was vor dem Transporter aufgebaut wurde. Weitergehend sind auf Bildern des Leserreporters mehrere Einsatzkräfte zu erkennen. Ein Blick-Leserreporter kannte das Opfer und erzählt: «Er war ein super Mann! Sehr nett und lieb und hat viel gearbeitet.»  Die Kantonspolizei informiert, dass der Fahrzeuglenker ein 51-jähriger Mann war, der auf der Einsiedlerstrasse Richtung Horgen fuhr. Auf Höhe der Mühlebachstrasse kam es zur Kollision, während der Fussgänger die Fahrbahn überquerte. Der genaue Unfallhergang wird nun durch die Kantonspolizei sowie die Staatsanwaltschaft untersucht. Die Angehörigen des Todesopfers wurden von Notfallseelsorgern betreut. Um den genauen Unfallhergang zu ermitteln, bittet die Kantonspolizei alle Personen, die Angaben zum Vorfall machen können, sich unter 058 648 67 90 zu melden. (mrs) "
