title,link,published,published_parsed,article_content
Gefahr für die Schweiz?: Briten ächzen unter Durchfall-Welle wegen rätselhaftem Parasiten,https://www.blick.ch/news/gefahr-fuer-die-schweiz-briten-aechzen-unter-durchfall-welle-wegen-raetselhaftem-parasit-id19154323.html,"Sat, 18 Nov 2023 08:46:53 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=18, tm_hour=8, tm_min=46, tm_sec=53, tm_wday=5, tm_yday=322, tm_isdst=0)","Grossbritannien leidet an Durchfall. Eine ungewöhnlich hohe Anzahl an Britinnen und Briten werden derzeit davon geplagt. In dem Land grassiert eine richtige Welle. Die Ursache für die Durchfälle: ein Darmparasit der Gattung Kryptosporidien. Blick erklärt, was über den Erreger bekannt ist und ob dieser auch in der Schweiz kursiert.  Seit August stellten die Behörden eine erhöhte Anzahl an Durchfallerkrankungen fest. Schnell fanden sie heraus, woran es liegt. «Eurosurveillance», eine Fachzeitschrift, die sich um die Überwachung, Auswertung, Prävention und Kontrolle von Infektionskrankheiten kümmert, hat einen Bericht zu den Hintergründen veröffentlicht: Der Darmparasit Kryptosporidien löst die Beschwerden aus. Wieso die Anzahl aber so hoch ausfällt, stellte selbst die Experten vor ein Rätsel. In einer Woche wurden über 500 Fälle registriert, was sehr ungewöhnlich ist.  Die gängigste Theorie der Wissenschaftler: Durch die erhöhte Anzahl an internationalen Reisen konnte sich der Parasit leichter verbreiten. Dabei heben die Forscher besonders Reisen nach Spanien und in andere Mittelmeerländer hervor. Die Nutzung von Schwimmbädern könnte ebenfalls dazu beigetragen haben. Es könne jedoch nicht ausgeschlossen werden, dass andere Quellen, zum Beispiel kontaminierte Lebensmittel, eine Rolle spielen. In der Regel führt eine Infektion mit dem Erreger zu starken Bauchkrämpfen sowie wässrigem Durchfall und Übelkeit. Céline Reymond vom Bundesamt für Gesundheit (BAG) erklärt: «Da diese Krankheit in der Schweiz nicht meldepflichtig ist, haben wir keine Daten zu humanen Fällen.» Deshalb könne das BAG auch nicht abschätzen, wie gross das Risiko einer Verbreitung in der Schweiz ist. Die Krankheit breitet sich vor allem durch verunreinigtes Trinkwasser aus. Aber auch fäkal-orale Übertragungen von Mensch zu Mensch und Tier zu Mensch sind möglich. In Deutschland besteht eine Meldepflicht für Kryptosporidiose seit 2001. Dem Robert-Koch-Institut zufolge waren es seit Beginn des Jahres 2229 dokumentierte Fälle (Stand: November 2023). Im Jahr 2022 gab es 1969 Meldungen. Ein deutlicher Anstieg oder eine Welle wie aktuell in Grossbritannien sei dort aber nicht zu erkennen. Sollte es in der Schweiz zu einer Häufungsmeldung kommen, müsse laut Reymond zuerst die Quelle gesucht werden. Dies erfolge zusammen mit den Kantonen (Kantonsarzt, Kantonschemiker, Kantonstierarzt). «Ist die Quelle ermittelt, muss der Betrieb, zum Beispiel der Trinkwasserversorger, Massnahmen treffen, um das Infektionsrisiko zu eliminieren.»  Laut «Eurosurveillance» vergehen zwischen sieben bis zehn Tage zwischen der Ansteckung und den ersten Symptomen. Laut dem BAG sollten Personen vor allem bei länger anhaltendem Durchfall einen Arzt aufsuchen. Das Tückische an der Krankheit ist der hohe Flüssigkeitsverlust. Es gibt zwar noch keine Therapie gegen die Krankheit, aber mit Elektrolytzufuhr können die Symptome gelindert werden. "
«Wir spüren eine grosse innere Freiheit»: Diese Glarner Familie lebt nur von Geschenken und Spenden,https://www.blick.ch/schweiz/wir-spueren-eine-grosse-innere-freiheit-diese-glarner-familie-lebt-nur-von-geschenken-und-spenden-id19157647.html,"Sat, 18 Nov 2023 17:31:38 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=18, tm_hour=17, tm_min=31, tm_sec=38, tm_wday=5, tm_yday=322, tm_isdst=0)","Den Job: gekündigt. Die Wohnung: aufgegeben. Den Besitz: verschenkt. Die Glarnerin Rayén Oberholzer (34) und ihr Mann Manuel Brändli (36) leben seit fünf Monaten ihren Traum. Ein festes Einkommen haben sie nicht, sondern sie sind auf Spenden angewiesen. «Seit wir ohne Geld leben, spüren wir eine grosse innere Freiheit», sagt Rayén Oberholzer zur «Südostschweiz». «Der ständige Wachstumszwang basiert auf Ausbeutung und das geht nicht auf», erklärt ihr Mann. «Da machen wir nicht mit und arbeiten nur für Sachen, die wir für die Welt als wichtig empfinden, ohne Erwartungen auf direkte Gegenleistung.» Die gelernte Juristin und ihr Mann, der sein Kommunikationsstudium abgebrochen hat, wohnen zurzeit im Zukunftslabor in Egnach TG. Eine spezielle Unterkunft für Menschen, die sich für eine bessere Zukunft einsetzen. Dort lebt das Paar mit der kleinen Tochter, gerade mal zehn Monate alt. Um über die Runden zu kommen, braucht die Familie laut eigener Aussage um die 3000 Franken. Aktuell seien 700 Franken auf dem Konto. Etwas Sorgen macht der Blick auf das Konto schon, wenn nicht genug Geld drauf ist. «Wenn ich Geld verdiene, habe ich ja auch Sorgen. Letztlich war ich unglücklicher, als ich noch eine feste Anstellung hatte», so Rayén Oberholzer. Normalerweise komme aber immer Geld rein. Darum bitten mussten sie laut eigener Aussage auf jeden Fall nicht. «Eine fremde Person überweist uns jeden Monat 100 Franken. Warum, wissen wir nicht genau.» Circa 30 Personen hätten bereits Geld gespendet.  Und wenn es doch mal etwas knapp sei, würden sie halt sparen. Dann gebe es eben mal kein Mandelmus oder keine Aroniabeeren, erklärt Brändli. Als Gegenleistung für die Spenden bietet das Paar ein kostenloses Atemcoaching an. Und auch sonst sind die beiden umtriebig. Sie organisieren unter anderem Atemkurse mit Livemusik. Nicht nur im kleinen Rahmen, sondern auch zum Beispiel in der Zürcher Lichthalle Maag – und das nicht kostenlos. Ein Ticket kostet 79 Franken. Die Familie erklärt gegenüber der «Südostschweiz», dass damit lediglich die Kosten für die Veranstaltung gedeckt würden. Daneben haben sie ein «Manifest der Gefühlsrevolution» geschrieben, eine «Academy of Feelings» gegründet und sie bieten «Lifestyle Consulting für Führungskräfte» an. Das SRF berichtete schon über den ungewöhnlichen Lebensstil der jungen Familie. Ihr Bekanntheit sorgt zwar für Spenden, aber auch für Kritik. «Das ist nicht geldfrei leben. Das ist Leben auf Kosten von anderen», lautet ein Kommentar unter dem SRF-Film auf Youtube. Und auch sonst empfinden einige Zuschauer die Familie als privilegiert und egoistisch. Die Reaktion von Rayén Oberholzer auf solche Kritik: «Die Leute sollen mal bei sich selber hinschauen. Ich meine, was machen sie Ehrenamtliches? Wenn viele Menschen grosszügiger werden, entsteht ein besserer Fluss von Ressourcen, ohne dass etwas verlangt wird. Das macht einen freier.» (jmh)"
Druck auf die Präsidentin steigt: Jetzt kommts zum Aufstand der Tierschutz-Sektionen,https://www.blick.ch/schweiz/druck-auf-die-praesidentin-steigt-jetzt-kommts-zum-aufstand-der-tierschutz-sektionen-id19157350.html,"Sat, 18 Nov 2023 16:43:27 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=18, tm_hour=16, tm_min=43, tm_sec=27, tm_wday=5, tm_yday=322, tm_isdst=0)","Die grösste Tierschutzorganisation des Landes kommt nicht zur Ruhe. Im Gegenteil: Der Machtkampf in der Führungsriege des Schweizer Tierschutzes (STS) eskaliert weiter. Nun könnte es zum finalen Showdown kommen. 22 Sektionen fordern eine sofortige ausserordentliche Delegiertenversammlung. Dort soll auch über das Schicksal der Präsidentin abgestimmt werden. Zwei Lager stehen einander unversöhnlich gegenüber. Auf der einen Seite: Tierschutz-Chefin Nicole Ruch (55), Credit-Suisse-Bankerin aus Biel BE. Sie hat die wenigen verbliebenen Mitglieder des Zentralvorstands um sich geschart. Alle anderen wurden suspendiert oder sind ihretwegen zurückgetreten. Ihr gegenüber steht eine wachsende Gruppe, angeführt von SP-Nationalrätin Martina Munz und ETH-Agraringenieur Michel Roux. Die wurden von Ruch aus dem Vorstand gedrängt, nachdem sie auf finanzielle Ungereimtheiten aufmerksam gemacht und massive Kritik an ihrer Chefin geübt hatten: Die Bankerin verhalte sich wie eine «Alleinherrscherin». Sie führe autoritär und intransparent. Für den 4. November wäre eigentlich eine ordentliche Delegiertenversammlung geplant gewesen. Der Grossteil der Sektionen hatte sich bereits angemeldet. An diesem Tag hätten die Streitigkeiten endgültig beigelegt werden sollen. Vizepräsident Piero Mazzoleni bot sich als Übergangspräsident an. Er hatte Ruch kürzlich im SonntagsBlick nahegelegt, ihr Amt abzugeben. Dann sagten Ruch und ihre Gefolgsleute die Versammlung kurzerhand ab. Laut Jürg Wildberger, der die Krisenkommunikation für die Tierschutzpräsidentin übernommen hat, ist für Juni 2024 ein neuer Termin anberaumt. Laut einem langjährigen Mitarbeiter des hausinternen Tierschutz-Rechtsdienstes war die Absage «klar gesetzes- und statutenwidrig». Das brachte viele Tierschutz-Sektionen auf die Barrikaden. Unter ihnen: Aargau, Graubünden, Locarno TI, Wallis, Waadt, Olten SO, Schwyz und Winterthur ZH. Sie alle fordern eine ausserordentliche Delegiertenversammlung. Gemäss STS-Statuten muss der Verband die Sondersitzung nun binnen zwei Monaten einberufen. Die Tierschutzführung indes sieht keinen Grund zur Eile. Jürg Wildberger: «Es besteht keine Dringlichkeit, jetzt eine ausserordentliche DV einzuberufen.» Ein solcher Schritt wäre verfrüht und würde zudem die Umsetzung von bereits eingeleiteten Massnahmen gefährden. Der Krisenkommunikator: «Nach den Unruhen in den letzten Monaten ist es wichtig, diese Massnahmen in Ruhe und Klarheit umzusetzen.» Laut Wildberger hat der Zentralvorstand entschieden, dass interne Arbeitspapiere gegenüber interessierten Delegierten offen gelegt werden. Darunter auch ein Prüfbericht, der Mängel in der Immobilienbewirtschaftung des STS sichtbar macht. Wildberger: «Wir müssen unsere Energie jetzt in die Restrukturierung investieren.» Vielen Sektionen genügt das nicht. SonntagsBlick liegen interne Mails vor. Sie zeigen, wie vergiftet die Atmosphäre innerhalb des STS mittlerweile ist. Eine Sektion schreibt vom «unverschämten und rechtswidrigen Vorgehen der Präsidentin», eine andere fordert: «Die Durchführung der DV ist angesichts der wohl grössten Krise des STS dringendst geboten.»Erste Sektionen fordern mittlerweile sogar offen den Rücktritt von Nicole Ruch. Der Dachverband der Berner Tierschutzorganisationen schreibt: «Wir legen der Präsidentin nahe, im Interesse der Tiere, des Tierschutzes und der für das Wohl der Tiere mit grossem Engagement arbeitenden Sektionen des STS umgehend selbst zurückzutreten.» Von der angespannten Stimmung innerhalb des Verbandes zeugt auch ein Eklat von letzter Woche. SonntagsBlick-Recherchen zeigen: Die Tierschutzführung hat seinem Hausjuristen gekündigt, der 18 Jahre für den STS tätig war – nun wurde er per sofort freigestellt – er geht von einer Racheaktion aus. In einem internen Mail schreibt der Entlassene: «Die Kündigung war wohl eine Folge davon, dass ich mich in die Diskussion im Vorstand über die Verschiebung der Delegiertenversammlung vom 4. November eingebracht habe.» Er habe die Vorstandsmitglieder vor einem weiteren Vertrauensverlust des Tierschutzes in der Öffentlichkeit gewarnt – und darauf hingewiesen, dass die kurzfristige Absage gesetzes- und statutenwidrig sei. War die Kündigung dieses Mannes also eine Retourkutsche? Die Tierschutzführung will zu Personalfragen aus Gründen des Persönlichkeitsschutzes nicht öffentlich Stellung nehmen."
Wegen eines Details: Afghane darf Sohn in die Schweiz holen – Tochter aber nicht,https://www.blick.ch/schweiz/mittelland/aargau/wegen-eines-details-afghane-darf-sohn-in-die-schweiz-holen-tochter-aber-nicht-id19157432.html,"Sat, 18 Nov 2023 16:09:31 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=18, tm_hour=16, tm_min=9, tm_sec=31, tm_wday=5, tm_yday=322, tm_isdst=0)","Es ist ein Gerichtsurteil, das auf den ersten Blick für Fragezeichen sorgt. Das Aargauer Obergericht hat der Beschwerde eines Vaters aus Afghanistan teilweise recht gegeben. Er darf seinen 15-jährigen Sohn unter Zustimmung des Staatssekretariats für Migration (SEM) in die Schweiz holen. Seiner 19-jährigen Tochter wird der Zutritt ins Land jedoch verwehrt, wie die «Aargauer Zeitung» berichtet. Der Grund: Sie ist bereits volljährig. Die Geschichte nimmt ihren Lauf im Jahr 2009, als der Afghane in der Schweiz Asyl beantragte. 2016 erhielt er schliesslich die Aufenthaltsgenehmigung (Ausweis B). Fünf Jahre später, im Dezember 2021, folgte die Niederlassungsbewilligung (Ausweis C). Nun wollte der Mann seinen Sohn und seine Tochter, damals 13 respektive 17 Jahre alt, in die Schweiz holen. Er ersuchte deshalb beim Kanton Aargau um den Familiennachzug. Da seine Frau – die Mutter der Kinder – 2018 verstorben war, wurden die Kinder zu der Zeit von der Grossmutter väterlicherseits in Pakistan betreut. Doch auch diese verstarb im Jahr 2022. Weil die Fristen für Gesuche für einen Familiennachzug aber bereits mehrere Jahre zuvor abgelaufen waren, machte das Aargauer Amt für Migration und Integration (Mika) den Plänen um den Familiennachzug einen Strich durch die Rechnung. Die «wichtigen Gründe», die einen nachträglichen Familiennachzug voraussetzen, erkannte das Mika nicht. Dies unter anderem, weil das Migrationsamt es für sehr wahrscheinlich hielt, dass in Afghanistan oder Pakistan weitere Betreuungsmöglichkeiten für die Kinder bestünden, die der Vater aber verschwiegen hatte. Weil beim Sohn zudem «erhebliche Integrationsschwierigkeiten» befürchtet wurden, sah das Mika nicht ein, warum eine Übersiedlung in die Schweiz besser für das Kindeswohl sein solle, als ein Verbleib in Afghanistan oder Pakistan. Gegen diesen Entscheid wollte der Vater vorgehen und reichte deshalb beim Obergericht eine Beschwerde ein. Dieses entschied nun, dass der minderjährige Sohn seinem Vater in die Schweiz folgen könne, da für ihn tatsächlich keine Betreuungsmöglichkeiten mehr bestünden. Die Argumentation vom Migrationsamt, wonach das Kindeswohl in der Heimat besser gewährleistet sei, als in der Schweiz, liess das Obergericht für den 15-jährigen Jungen nicht gelten. Weil der Familiennachzug bei Kindern aber nur bis zur Volljährigkeit möglich ist, fällt ein solcher bei der Tochter ausser Betracht. Obwohl der Vater in seiner Beschwerde unter anderem auf die prekäre humanitäre Lage in Afghanistan und die Furcht der Tochter vor einer Zwangsheirat mit einem älteren Mann hinwies, gab das Obergericht dem Vater bei der Tochter nicht recht. (ced)"
Film- und Kunstfestival Porny Days: Wirbel wegen Live-Sex im Zürcher Schauspielhaus,https://www.blick.ch/schweiz/zuerich/film-und-kunstfestival-porny-days-wirbel-wegen-live-sex-im-zuercher-schauspielhaus-id19157249.html,"Sat, 18 Nov 2023 15:13:37 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=18, tm_hour=15, tm_min=13, tm_sec=37, tm_wday=5, tm_yday=322, tm_isdst=0)","Live-Sex auf einer Theaterbühne? Und dann noch im altehrwürdigen Zürcher Schauspielhaus? Das mag vielleicht zuerst wie ein Scherz klingen, soll aber Anfang Dezember tatsächlich so stattfinden. Im Rahmen der Porny Days, einem Film- und Kunstfestival, plant das Künstlerduo Gaze.S am 1. und 2. Dezember jeweils eine Aufführung im Schiffbau des Zürcher Schauspielhauses, wie «20 Minuten» berichtet. Gezeigt werden sollen dabei «explizit Angelegenheiten bezüglich des Lebens von Sexarbeiterinnen und Sexarbeitern, einschliesslich Live-Sex, pornografischer Bilder und Erzählungen von herausfordernder Erfahrungen und Heilung», wie es im Programm heisst. An den Jugendschutz wird dabei natürlich gedacht. Zutritt zu der rund 50-minütigen Veranstaltung gibt es erst ab 18 Jahren. Gemäss den Organisatoren des Porny-Days-Festivals stehen dabei die Rechte von Sexarbeiterinnen und Sexarbeitern im Fokus. Zumal die beiden Mitglieder von «Gaze.S» selbst auch Sexarbeiterinnen sind. Für sie werde die Aufführung von Live-Sex auf der Bühne keine Premiere sein. Die Organisatoren stellen aber klar, dass die Aufführung nicht bloss aus einem sexuellen Akt bestehe. «Häufig ist der erste Gedanke, dass es bei Sex um Penetration von Penis und Vulva geht, aber das ist nicht der Fall», wie eine Sprecherin gegenüber «20 Minuten» erklärt. Viel mehr stünde im Zentrum, wie Sexarbeiterinnen und Sexarbeiter in der Gesellschaft wahrgenommen würden, und zwar aus Sicht der Betroffenen selber. Es stellt sich nun aber die Frage, ob der Live-Sex nicht bloss als Provokation gedacht ist. Die Organisatoren winken ab. «Manche mögen es als Provokation empfinden, doch das ist nicht das Ziel.» Es sei verkürzend, den Auftritt als «Live-Sex auf der Bühne» zu bezeichnen. In den sozialen Medien klingt der Tenor etwas anders. «Und natürlich greifen die Porny Days schön öffentliche Gelder ab», schreibt eine Userin. Unrecht hat sie nicht, wird der Anlass doch sowohl von der Stadt als auch dem Kanton Zürich finanziell unterstützt. Das Zürcher Schauspielhaus gibt sich derweil gelassen. Man stehe hinter dem Anliegen des Festivals, sagt Sprecherin Zora Schaad gegenüber «20 Minuten». Immerhin setze es sich seit jeher ein für Bodypositivity, Sexpositivity, Intersektionalität und Diversität. «Deshalb ist das Festival dieses Jahr zum ersten Mal auch Gast am Schauspielhaus Zürich.» Gelohnt hat es sich die Partnerschaft trotz Kritik allemal: Beide Vorstellungen sind bereits ausverkauft. (ced)"
Seltsame Serie von Unfällen mit Toten und Schwerverletzten: Behörden ermitteln gegen Zürcher Epilepsie-Klinik,https://www.blick.ch/schweiz/zuerich/seltsame-serie-von-unfaellen-mit-toten-und-schwerverletzten-behoerden-ermitteln-gegen-zuercher-epilepsie-klinik-id19157281.html,"Sat, 18 Nov 2023 15:09:27 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=18, tm_hour=15, tm_min=9, tm_sec=27, tm_wday=5, tm_yday=322, tm_isdst=0)","Die Betreuung von Erwachsenen mit kognitiven und psychischen Beeinträchtigungen ist wohl eine der anspruchsvollsten Aufgaben, die es im Pflegeberuf gibt. Fehler oder Unachtsamkeiten können sowohl für Patienten als auch für Pfleger bitterböse Konsequenzen haben. Als Paradebeispiel dafür muss derzeit das Epilepsie-Wohnwerk in Zürich herhalten. Das Heim gehört der Schweizerischen Epilepsie-Stiftung und steht auf dem Areal der Epi-Klinik auf der Lengg. Dort gab es in den vergangenen vier Jahren laut eines Berichts des «Tages-Anzeigers» eine traurige Serie von schweren Unfällen. Ein Bewohner verletzte sich gleich zweimal schwer, eine Betreuerin wurde verprügelt und zwei Bewohner starben. Der letzte Vorfall ereignete sich im vergangenen August. Ein Bewohner (39) sass viel zu lange im heissen Badewasser. Der Patient kann weder sprechen noch um Hilfe schreien, wenn er Schmerzen empfindet. Nach einigen Sekunden unvorstellbarer Qualen bemerkte die Betreuungsperson schliesslich, was Sache ist. Für den Bewohner war es da bereits zu spät. Er hatte grossflächige Verbrühungen an den Beinen. An 28 Prozent der Körperoberfläche waren die Haut und Nervenbahnen zerstört, wie es im Austrittsbericht des Unispitals heisst. Mehrere Wochen lag der Mann auf der Intensivstation im künstlichen Koma. Zwei Mal transplantierten die Ärzte Haut an den Beinen und Füssen. Besonders tragisch: Der gleiche Bewohner hatte bereits vier Jahre zuvor einen ernsten Unfall. Im Juni 2019 kletterte er aus einem Fenster, das eine Betreuerin zuvor offengelassen hatte. Dabei stürzte der Mann in die Tiefe, brach sich zwei Wirbel und eine Rippe.  Daneben kam es zu weiteren Vorfällen. Eine Betreuerin wurde von Bewohnern innert kurzer Zeit zwei Mal angegriffen. Die Verletzungen, die sie davontrug, waren schwer. Seit vier Jahren ist die Frau arbeitsunfähig. Den Bewohnern im Heim irgendwelche Vorwürfe zu machen, führt oftmals zu nichts. Zwar würden sie nicht selten ein aggressives Verhalten an den Tag legen und aufeinander losgehen. Verstehen, was um sie herum passiert, tun sie allerdings nicht.  Aufsehenerregend sind auch zwei Fälle vor rund drei Jahren. Im November 2020 erlitt ein Bewohner in der Nacht einen epileptischen Anfall, an dessen Folgen er starb. Nur zwei Monate später kam es zu einem weiteren Todesfall, bei dem sich ein Bewohner zuerst wegen eines Sturzes den Kiefer brach und nur kurz darauf einer tödlichen Lungenentzündung erlag. Die Leitung des Epi-Wohnheimes relativiert. Gemäss dem Leiter des Wohnheims, André Thürig, und dem CEO der Epi-Stiftung, Marco Beng, hätten beide Patienten sogenannte Grand-Mal-Anfälle erlitten – also besonders heftige Epilepsie-Anfälle, die bis zur Bewusstlosigkeit führen können. Versäumnisse habe sich das Wohnwerk deswegen keine vorzuwerfen.  Thürig und Beng weisen darauf hin, dass eine Behinderteninstitution eine lückenlose Überwachung trotz aller Sorgfalt nicht bieten könne. Dasselbe gelte für Gewaltausbrüche der Bewohner gegenüber Mitarbeitern. «Die Mitarbeitenden treten die Stelle im Wissen darum an, dass sie trotz sorgfältiger, professioneller Arbeit von den betreuten Bewohnenden in Ausnahmefällen angegriffen werden könnten», sagt Thürig gegenüber dem «Tages-Anzeiger».  Die Betreiber des Wohnheims gestehen zwar ein, dass der Fenstersturz «allenfalls vermeidbar gewesen» wäre, da eine Mitarbeiterin interne Richtlinien verletzt habe. Beim Verbrennungsfall des gleichen Bewohners sei hingegen noch nicht klar, «ob ein vermeidbares Vorkommnis vorliegt». Die Vorfälle im Heim haben mittlerweile auch die Behörden stutzig gemacht. Das kantonale Sozialamt etwa, ist wegen allfälliger aufsichtsrechtlicher Massnahmen bereits im Austausch mit dem Bezirksrat, dem für die Aufsicht zuständigen Gremium.  Gemäss Staatsanwaltschaft laufen derzeit wegen des Badeunfalls und eines der Todesfälle mindestens zwei Strafverfahren. Eingestellt hingegen wurden die Ermittlungen zum anderen Todesfall. (ced)"
Unfall in Balterswil TG: Betrunkener Autofahrer landet in Bach,https://www.blick.ch/schweiz/ostschweiz/thurgau/unfall-in-balterswil-tg-betrunkener-autofahrer-landet-in-bach-id19156753.html,"Sat, 18 Nov 2023 11:46:54 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=18, tm_hour=11, tm_min=46, tm_sec=54, tm_wday=5, tm_yday=322, tm_isdst=0)","Zu dem Unfall kam es gegen 04.30 Uhr, wie die Thurgauer Kantonspolizei mitteilte. Der Autofahrer habe in einer Rechtskurve die Kontrolle über das Auto verloren und sei das Bachbord hinunter gestürzt. Das Fahrzeug sei auf dem Dach liegend in einem Bach zum Stillstand gekommen.  Die Atemalkoholprobe beim leicht verletzten Fahrer habe einen Wert von 0,65 Milligramm pro Liter ergeben, was nach alter Messung einem Blutalkoholgehalt von 1,3 Promille entspricht. Die Staatsanwaltschaft Frauenfeld habe eine Blutprobe angeordnet. Der Führerausweis sei dem Automobilisten abgenommen worden.  Am Auto entstand laut der Polizeimitteilung Totalschaden. Der Wert des Fahrzeugs wird von der Polizei auf 20'000 Franken beziffert. "
Unfall in Frauenfeld: Autofahrer (85) kracht in Zug – schwer verletzt,https://www.blick.ch/schweiz/ostschweiz/thurgau/unfall-in-frauenfeld-autofahrer-85-kracht-in-zug-schwer-verletzt-id19156728.html,"Sat, 18 Nov 2023 11:27:22 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=18, tm_hour=11, tm_min=27, tm_sec=22, tm_wday=5, tm_yday=322, tm_isdst=0)","Ein Autofahrer (85) ist am Freitag kurz vor 18.30 Uhr auf der St. Gallerstrasse stadtauswärts unterwegs gewesen. Dann wollte er links in die Reutenenstrasse einbiegen. Nach bisherigen Erkenntnissen der Kantonspolizei Thurgau missachtete er ein Wechselblinksignal vor einem Bahnübergang, worauf es zur Kollision mit der Frauenfeld-Wil-Bahn kam. Der Mann wurde schwer verletzt und musste durch die Feuerwehr Frauenfeld aus dem Auto befreit werden, wie die Kantonspolizei Thurgau in einer Mitteilung schreibt. Der Rettungsdienst brachte den 85-Jährigen ins Spital. Das Auto war nach der Kollision mehrere Meter vor dem Triebwagen hergeschoben worden. Dabei kam es auch zum Zusammenstoss mit dem Auto eines 32-Jährigen, der in Richtung Stadtzentrum unterwegs war. Die Beifahrerin (28) des 32-Jährigen wurde leicht verletzt. Es entstand zudem ein Sachschaden von einigen Zehntausend Franken. Während der Unfallaufnahme musste der Verkehr umgeleitet werden. Die Zugstrecke war für mehrere Stunden unterbrochen. Es wurden Ersatzbusse eingesetzt. (noo)"
Unbekannter Beteiligter auf der Flucht: Zwei Männer beim Bahnhof Basel SBB durch Stiche verletzt,https://www.blick.ch/schweiz/basel/unbekannter-beteiligter-auf-der-flucht-zwei-maenner-beim-bahnhof-basel-sbb-durch-stiche-verletzt-id19156568.html,"Sat, 18 Nov 2023 11:00:28 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=18, tm_hour=11, tm_min=0, tm_sec=28, tm_wday=5, tm_yday=322, tm_isdst=0)","Zur Auseinandersetzung kam es gegen 04.20 Uhr, wie die Staatsanwaltschaft des Kantons Basel-Stadt am Samstag mitteilte. Dabei seien ein 37-jähriger Italiener und ein 27-jähriger Afghane verletzt worden. Sie mussten mit Schnitt- und Stichverletzungen in die Notfallstation eines Spitals eingewiesen werden. Gemäss Staatsanwaltschaft verständigte ein Passant über eine Notrufsäule die Rettungsdienste. Laut einer ersten Rekonstruktion des Tathergangs sei nebst den beiden Verletzten ein unbekannter dritter Mann an der Auseinandersetzung beteiligt gewesen, hiess es. Dieser sei danach durch die Viaduktstrasse in unbekannte Richtung geflüchtet.  Eine sofortige Fahndung sei vorerst erfolglos verlaufen, hielt die Staatsanwaltschaft abschliessend fest. (SDA)"
Unfall in Kriegstetten SO: Kollision von drei Autos fordert zwei Verletzte,https://www.blick.ch/schweiz/mittelland/solothurn/unfall-in-kriegstetten-so-kollision-von-drei-autos-fordert-zwei-verletzte-id19156573.html,"Sat, 18 Nov 2023 10:57:37 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=18, tm_hour=10, tm_min=57, tm_sec=37, tm_wday=5, tm_yday=322, tm_isdst=0)","Eine 30-jährige Automobilistin wollte gegen 21.15 Uhr links in die Autobahneinfahrt der A1 Richtung Bern einbiegen, wie die Solothurner Kantonspolizei am Samstag mitteilte. Aus noch zu klärenden Gründen sei es dabei zu einer seitlich-frontalen Kollision mit einem entgegenkommenden Auto gekommen. Dieses sei gegen ein weiteres Fahrzeug geprallt und auf der Seite liegend zum Stillstand gekommen. Die beiden Insassen des umgekippten Autos hätten mittelschwere Verletzungen erlitten. (SDA)"
